Company,Geography, Excel ID 
Champion Iron Limited,APAC,IQ3466102
First Tractor Company Limited,APAC,IQ8080052
"China Tiesi ju Civil Engineering Group Co, Ltd",APAC,IQ246761052
Ningbo Marine Company Limited,APAC,IQ20357383
PetroVietnam General Services Joint Stock Company,APAC,IQ37311115
Alligo AB (publ),EMEA,IQ430193424
"Anhui Construction Engineering Group Co., Ltd.",APAC,IQ9708621
Gove Aluminium Finance Limited,APAC,IQ22674880
Taylor Morrison Home Corporation,N. America,IQ224946128
"Yichun Communications Investment Group Co., Ltd",APAC,IQ607518467
Senior plc,EMEA,IQ876981
"SK ecoplant Co., Ltd.",APAC,IQ5474161
PHINIA Inc.,N. America,IQ1818052351
"J.S.B.Co.,Ltd.",APAC,IQ31157716
Aveng Limited,EMEA,IQ883921
"Sungwoo Hitech Co., Ltd.",APAC,IQ5686366
"Jiusheng Electric Co., Ltd.",APAC,IQ131261554
Qilu Expressway Company Limited,APAC,IQ572526653
Alro S.A.,EMEA,IQ20332934
Emeco Holdings Limited,APAC,IQ22277516
Guangdong Yueyun Transportation Company Limited,APAC,IQ24019618
DAIHEN Corporation,APAC,IQ876196
A. O. Smith Corporation,N. America,IQ997111
Meier Tobler Group AG,EMEA,IQ876769
"Fullcast Holdings Co., Ltd.",APAC,IQ1329903
Pacific Aluminium (New Zealand) Limited,APAC,IQ5506590
"CCCC Fourth Harbor Engineering Co.,Ltd.",APAC,IQ26084477
Nitto Kogyo Corporation,APAC,IQ881618
"Takasago Thermal Engineering Co., Ltd.",APAC,IQ876039
Cofiroute SA,EMEA,IQ9898726
"Shandong Longji Machinery Co.,Ltd",APAC,IQ83486757
"KATITAS CO., Ltd.",APAC,IQ10562524
OYO Corporation,APAC,IQ880132
"Compass, Inc.",N. America,IQ224953563
Jai Balaji Industries Limited,APAC,IQ20933556
"Myers Industries, Inc.",N. America,IQ290177
"SamYoung System Co,.LTD",APAC,IQ98901290
"CREEK & RIVER Co., Ltd.",APAC,IQ5380456
"Daewon Cable. Co., Ltd.",APAC,IQ9794201
"Crown Holdings, Inc.",N. America,IQ27199
"Persol Holdings Co.,Ltd.",APAC,IQ53336883
Aluminium Bahrain B.S.C.,EMEA,IQ5490205
"Werner Enterprises, Inc.",N. America,IQ313266
"Jinhap Co., Ltd",APAC,IQ30515346
Nitin Spinners Limited,APAC,IQ23776118
"Sinostar Cable Co., Ltd",APAC,IQ625680694
"Hangzhou First Applied Material Co., Ltd.",APAC,IQ105310232
Hillman Solutions Corp.,N. America,IQ278350761
SIG plc,EMEA,IQ876801
ASSA ABLOY Australia Pacific Pty Limited,APAC,IQ22745892
"Daiichi Jitsugyo Co., Ltd.",APAC,IQ874065
Birla Corporation Limited,APAC,IQ878371
Beijing New Building Materials Public Limited Company,APAC,IQ5663435
Industries Qatar Q.P.S.C.,EMEA,IQ21766915
Kajaria Ceramics Limited,APAC,IQ20346317
"Taigene Electric Machinery Co.,Ltd",APAC,IQ22866872
Södra Skogsägarna ekonomisk förening,EMEA,IQ4457319
Ahresty Corporation,APAC,IQ883190
West China Cement Limited,APAC,IQ30396365
"ShenZhen YUTO Packaging Technology Co., Ltd.",APAC,IQ272678492
"Proto Labs, Inc.",N. America,IQ890375
"Urumqi Urban Construction Investment (Group) Co.,Ltd.",APAC,IQ41136068
"Doosan Engineering & Construction Co., Ltd.",APAC,IQ13171483
Griffon Corporation,N. America,IQ281121
Norfolk Southern Corporation,N. America,IQ292268
"Mabuchi Motor Co., Ltd.",APAC,IQ880443
Erae Ams Co. Ltd,APAC,IQ545273358
PT Selamat Sempurna Tbk,APAC,IQ4492927
SC Asset Corporation Public Company Limited,APAC,IQ9377027
Ag Growth International Inc.,N. America,IQ2945619
J Hutchinson Pty Ltd,APAC,IQ22817791
Hangzhou Zhongtai Cryogenic Technology Corporation,APAC,IQ236404656
Ningbo PIA Automation Holding Corp.,APAC,IQ682491417
Ceetrus SA,EMEA,IQ5633346
RSWM Limited,APAC,IQ9885736
Henderson Land Development Company Limited,APAC,IQ875422
"Hefei Urban Construction Development Co., Ltd",APAC,IQ32569824
"Zhuhai Huafa Multi-Business Development Co.,Ltd.",APAC,IQ274023001
Dy Auto Corporation,APAC,IQ282639733
Swiss Steel Holding AG,EMEA,IQ5726601
"Sumitomo Electric Industries, Ltd.",APAC,IQ799467
"Lu Thai Textile Co., Ltd.",APAC,IQ5704624
Pactiv Evergreen Inc.,N. America,IQ81686253
GMB Corporation,APAC,IQ20905795
SMEC Holdings Pty Ltd,APAC,IQ7767267
"SCREEN Holdings Co., Ltd.",APAC,IQ874245
"Sinohydro Engineering Bureau 4 Co.,Ltd",APAC,IQ577320073
"Jiaozuo Investment Group Co.,Ltd.",APAC,IQ320102920
"Changsha Water Group Co., Ltd.",APAC,IQ208128699
Chevalier International Holdings Limited,APAC,IQ876885
Mondi plc,EMEA,IQ35538905
Brickworks Limited,APAC,IQ878546
Sumitomo Riko Company Limited,APAC,IQ881577
"Anhui Jianghuai Automobile Group Corp.,Ltd.",APAC,IQ5646982
"Shandong Daye Co., Ltd.",APAC,IQ142329861
Hong Leong Asia Ltd.,APAC,IQ134428
"Miller Industries, Inc.",N. America,IQ337812
Allane SE,EMEA,IQ29786016
INFAC Corporation,APAC,IQ12784531
"SINOPEC Engineering (Group) Co., Ltd.",APAC,IQ224664611
"Ssangyong Engineering & Construction Co., Ltd.",APAC,IQ5486976
Pfeiffer Vacuum Technology AG,EMEA,IQ381048
"Meiji Shipping Group Co., Ltd.",APAC,IQ880750
Chengfa Investment Group Corporation Limited,APAC,IQ264554255
Canadian National Railway Company,N. America,IQ353020
"Zhejiang Expressway Co., Ltd.",APAC,IQ882069
Tennant Company,N. America,IQ307782
Obara Group Incorporated,APAC,IQ5825892
"Sungdo Engineering & Construction Co., Ltd.",APAC,IQ9531498
"Zhuji Urban and Rural Investment Group Co., Ltd.",APAC,IQ145151092
"QiaoYin City Management Co., Ltd.",APAC,IQ571903868
"Daisue Construction Co., Ltd.",APAC,IQ880849
Hyundai Kefico Corporation,APAC,IQ12721917
"Taeyang Metal Industrial Co., Ltd.",APAC,IQ5753862
"China Construction Third Engineering Bureau Group Co.,Ltd.",APAC,IQ574218078
"Power Construction Corporation of China, Ltd",APAC,IQ143475682
Aston Martin Lagonda Global Holdings plc,EMEA,IQ111528564
"Hefei Xingtai Financial Holding(Group)Co.,LTD",APAC,IQ40785314
PT Ciputra Development Tbk,APAC,IQ878904
"Ganzhou Jiankong Investment Holding Group Co.,Ltd.",APAC,IQ648360849
"Jiangsu Sanfame Polyester Material Co.,Ltd.",APAC,IQ12763498
LafargeHolcim Maroc S.A.,EMEA,IQ5555837
"Vista Land & Lifescapes, Inc.",APAC,IQ34117266
"Changshu Tongrun Auto Accessory Co., Ltd.",APAC,IQ27222652
Inwido AB (publ),EMEA,IQ5827780
"Huzhou City Investment Development Group Co.,Ltd.",APAC,IQ117339494
Honeywell Holdings Pty Limited,APAC,IQ5909254
"Tsurumi Manufacturing Co.,Ltd.",APAC,IQ875583
"Mueller Industries, Inc.",N. America,IQ316367
The Timken Company,N. America,IQ308582
Arctic Paper S.A.,EMEA,IQ61945065
Bunzl plc,EMEA,IQ410348
Urumqi Traffic Tourism Investment (Group) Co.Ltd,APAC,IQ1686814225
"Heze Investment Development Group Co., Ltd.",APAC,IQ265096541
Nidec Corporation,APAC,IQ882937
"Guangdong HEC Technology Holding Co., Ltd",APAC,IQ9794084
Toyo Tire Corporation,APAC,IQ876005
"Nanchang Honggutan City Investment Group Co,Ltd",APAC,IQ99277219
TOKYO KEIKI INC.,APAC,IQ874553
CRRC Corporation Limited,APAC,IQ12188205
Aurizon Network Pty Ltd,APAC,IQ108957374
"Yingtan Juneng Investment Group Co, Ltd",APAC,IQ309866777
R.A.K. Ceramics P.J.S.C.,EMEA,IQ9171200
"Shandong Nanshan Aluminium Co.,Ltd.",APAC,IQ30325846
Kajima Corporation,APAC,IQ874300
Murakami Corporation,APAC,IQ883317
Somany Ceramics Limited,APAC,IQ20360073
FirstGroup plc,EMEA,IQ879521
"Talgo, S.A.",EMEA,IQ884932
"Open House Group Co., Ltd.",APAC,IQ52771450
Veolia Environmental Services (Australia) Pty Ltd,APAC,IQ21815023
"Mitsui O.S.K. Lines, Ltd.",APAC,IQ874327
"Chengdu Xindu Xiangcheng Construction Investment Co.,Ltd",APAC,IQ202042920
Cascades Inc.,N. America,IQ94877
"Shanghai Zijiang (Group) Co.,Ltd.",APAC,IQ41080676
Huber+Suhner AG,EMEA,IQ881622
"Covenant Logistics Group, Inc.",N. America,IQ336548
Longwell Company,APAC,IQ20947684
Snap-on Incorporated,N. America,IQ303646
Soitec SA,EMEA,IQ125027
"Xuzhou Xinsheng Investment Holding Group Co.,Ltd",APAC,IQ206424110
UACJ Corporation,APAC,IQ5645543
Zhejiang HangKe Technology Incorporated Company,APAC,IQ569958263
Howden Joinery Group Plc,EMEA,IQ31473
Huaian Traffic Holding Group Limited,APAC,IQ312339983
Frasers Property Australia Pty Limited,APAC,IQ228095878
Crane Company,N. America,IQ173927
"Shanghai Land (Group) Co.,Ltd",APAC,IQ37186541
"Hangcha Group Co., Ltd",APAC,IQ115891488
"Stoneridge, Inc.",N. America,IQ228755
Destia Oy,EMEA,IQ266407431
Sichuan Huashi Group Corporation Limited,APAC,IQ242360825
"Global Sae-A Co., Ltd",APAC,IQ653394352
Hunan Construction Engineering Group Corporation,APAC,IQ83893063
FNM S.p.A.,EMEA,IQ5556944
"Healthcare Services Group, Inc.",N. America,IQ277289
West Nippon Expressway Company Limited,APAC,IQ46645180
Ling Yun Industrial Corporation Limited,APAC,IQ9845840
"Changsha City Chengbei Investment Co.,Ltd",APAC,IQ563726747
Egypt Aluminum,EMEA,IQ20407530
Bitcoin Depot Inc.,N. America,IQ632371772
"Hyundai Glovis Co., Ltd.",APAC,IQ21908798
"Seiren Co.,Ltd.",APAC,IQ880837
PT Astra Otoparts Tbk,APAC,IQ8081323
"ZERO Co., Ltd.",APAC,IQ862700
"Guangdong GW Holdings Group Co.,Ltd",APAC,IQ49037437
Ambuja Cements Limited,APAC,IQ878368
"Nanping Wuyi New District Investment and Development Group Co.,Ltd.",APAC,IQ254428987
"TechnoPro Holdings, Inc.",APAC,IQ5560556
EXEL Industries SA,EMEA,IQ2206949
"Senci Electric Machinery Co.,Ltd.",APAC,IQ42467347
"Beijing Centergate Technologies (holding) Co., Ltd.",APAC,IQ5542253
"Kawasaki Heavy Industries, Ltd.",APAC,IQ409119
"Suzhou Wujiang District City Investment Development Group Co.,Ltd",APAC,IQ248430190
"CEMEX, S.A.B. de C.V.",N. America,IQ404061
"LT Group, Inc.",APAC,IQ9708992
Northam Platinum Holdings Limited,EMEA,IQ879390
Winpak Ltd.,N. America,IQ877062
"Zhongshan Broad-Ocean Motor Co., Ltd.",APAC,IQ45977574
"Shanghai Yaohua Pilkington Glass Group Co., Ltd.",APAC,IQ878606
"Kyung Dong Navien Co., Ltd.",APAC,IQ20351467
Hi-Lex Corporation,APAC,IQ2445564
Brookfield Business Holdings Corporation,N. America,IQ1675953525
"MSC Industrial Direct Co., Inc.",N. America,IQ108424
Xiangtan Electric Manufacturing Co. Ltd.,APAC,IQ11147057
Tiandi Science & Technology Co.Ltd,APAC,IQ12745351
"Jiangsu Lianyungang Port Co., Ltd.",APAC,IQ36037247
Graco Inc.,N. America,IQ29113
"Shandong Sunpaper Co., Ltd.",APAC,IQ5704711
CSX Corporation,N. America,IQ257948
"Daiki Aluminium Industry Co., Ltd.",APAC,IQ5881217
Indo Rama Synthetics (India) Limited,APAC,IQ882853
Asia Pacific Wire & Cable Corporation Limited,APAC,IQ361699
Prestige International Inc.,APAC,IQ3609701
Ircon International Limited,APAC,IQ10438100
Generac Holdings Inc.,N. America,IQ78749412
Chu Kong Shipping Enterprises (Group) Company Limited,APAC,IQ4492840
"Shanghai Liangxin Electrical Co.,LTD.",APAC,IQ59143245
"China Railway Special Cargo Logistics Co., Ltd.",APAC,IQ207398151
"Mobase Electronics Co.,Ltd.",APAC,IQ5705265
V/Line Corporation,APAC,IQ23050021
CN Logistics International Holdings Limited,APAC,IQ688673592
"Sangsin Brake Co., Ltd.",APAC,IQ9536361
Stadler Rail AG,EMEA,IQ9588449
"Zhejiang Development Group Co.,Ltd",APAC,IQ5684475
"F.C.C. Co., Ltd.",APAC,IQ884033
YKK Corporation,APAC,IQ5476579
"Shudao Investment Group Co.,Ltd.",APAC,IQ716993247
Mpact Limited,EMEA,IQ23184480
"Aecc Aero-Engine Control Co.,Ltd.",APAC,IQ9709537
"Mitsui & Co. (U.S.A.), Inc.",N. America,IQ474070
"Team, Inc.",N. America,IQ189424
China Merchants Port Holdings Company Limited,APAC,IQ878307
Fox Factory Holding Corp.,N. America,IQ99357919
"KTK Group Co., Ltd.",APAC,IQ47015115
"Changxing Urban Construction Investment Group Co.,Ltd.",APAC,IQ225937278
Grasim Industries Limited,APAC,IQ877959
Continental Holdings Corporation,APAC,IQ12719299
Staffline Group PLC,EMEA,IQ1692591
DIP Corporation,APAC,IQ1570575
"CCCC Shanghai Dredging Co.,Ltd",APAC,IQ54507095
VRL Logistics Limited,APAC,IQ25093798
Lianyungang Port Group Limited Company,APAC,IQ29834141
Yasuda Logistics Corporation,APAC,IQ5577079
Fleetwood Limited,APAC,IQ8100286
Doman Building Materials Group Ltd.,N. America,IQ4219004
"Guangzhou Port Group Co.,Ltd",APAC,IQ22112600
SITC International Holdings Company Limited,APAC,IQ112697396
"XPO, Inc.",N. America,IQ3181355
PT OKI Pulp & Paper Mills,APAC,IQ243361616
Shenmao Technology Inc,APAC,IQ20400923
F-Tech Inc.,APAC,IQ880579
"Nanyang Investment Group Co.,Ltd",APAC,IQ250846978
"Jining City Shizhong District Urban Construction Investment Co.,Ltd.",APAC,IQ285232800
"Shandong Linglong Tyre Co.,Ltd.",APAC,IQ84148802
"Qingdao Military-Civilian Integration Development Group Co.,Ltd.",APAC,IQ644176491
JK Tyre & Industries Limited,APAC,IQ9933756
Sikka Ports & Terminals Limited,APAC,IQ2529539
Komatsu Ltd.,APAC,IQ873811
Maike Tube Industry Holdings Limited,APAC,IQ643358356
"Anhui Honglu Steel Construction(Group) CO., LTD",APAC,IQ58145220
LPI (Australia) Holdings Pty Limited,APAC,IQ22431695
Bühler Holding AG,EMEA,IQ139764274
"Keisei Electric Railway Co., Ltd.",APAC,IQ878049
New Asia Construction & Development Corp.,APAC,IQ9870458
CNH Industrial Australia Pty Limited,APAC,IQ5576554
"Daihatsu Infinearth Mfg.Co.,Ltd",APAC,IQ5886436
Alcoa of Australia Limited,APAC,IQ702422
Guangzhou Port Company Limited,APAC,IQ281349356
East Japan Railway Company,APAC,IQ878556
"Tianneng Battery Group Co., Ltd.",APAC,IQ215650305
"Aecc Aero Science and Technology Co.,Ltd",APAC,IQ10163628
"Sinohydro Bureau 14 Co.,Ltd.",APAC,IQ316962556
Bodycote plc,EMEA,IQ618500
"HDC HOLDINGS CO.,Ltd",APAC,IQ2444225
GS Engineering & Construction Corporation,APAC,IQ2444372
"Capital Airports Holdings Co.,Ltd.",APAC,IQ8284855
"Shanghai Shuixing Home Textile Co., Ltd.",APAC,IQ59458090
"Qingdao Hiron Commercial Cold Chain Co., Ltd.",APAC,IQ145693604
"Huangshan Novel Co.,Ltd",APAC,IQ20344702
Anhui Construction Engineering Group Holding Company Limited,APAC,IQ141054474
"Hunan Iron and Steel Group Co., Ltd.",APAC,IQ7911345
Meritage Homes Corporation,N. America,IQ178296
"Faurecia Emissions Control Systems Korea Co., Ltd.",APAC,IQ226371541
Network Rail Limited,EMEA,IQ11969749
Veeco Instruments Inc.,N. America,IQ338943
Jaguar Land Rover Automotive plc,EMEA,IQ51999256
Analogue Holdings Limited,APAC,IQ22355474
AVIC Xi'an Aircraft Industry Group Company Ltd.,APAC,IQ5927042
"Hang Zhou Iron & Steel Co.,Ltd.",APAC,IQ32390685
"Zhejiang grandwall electric science&technology co.,ltd.",APAC,IQ47024733
Shree Cement Limited,APAC,IQ12752664
"Ningbo Haitian Precision Machinery Co.,Ltd.",APAC,IQ53121505
Silgan Holdings Inc.,N. America,IQ34335
Guangzhou Industrial Investment Holdings Group,APAC,IQ54803835
"Shinagawa Refra Co., Ltd.",APAC,IQ879732
Shanxi Road and Bridge Construction Group Company Limited,APAC,IQ242389523
Wheels India Limited,APAC,IQ9454796
"Xinjiang TianHengJi Investment (Group)Co.,Ltd",APAC,IQ242375853
Century Aluminum Company,N. America,IQ356264
Chongqing Fuling Traffic Tourism and Construction Investment Group Company Limited,APAC,IQ293423365
BeijingWest Industries International Limited,APAC,IQ9682092
Maharashtra Seamless Limited,APAC,IQ10246004
"Jiangdong Holding Group Co.,Ltd",APAC,IQ183135959
Savills plc,EMEA,IQ877750
Nava Limited,APAC,IQ8982486
Nanjing Hexi Newtown State-Owned Assets Management Holding (Group) Co.Ltd,APAC,IQ266700508
Arab Palestinian Investment Company,EMEA,IQ257417179
Hindustan Aeronautics Limited,APAC,IQ9141170
Novelis Inc.,N. America,IQ11902093
Polyplex (Thailand) Public Company Limited,APAC,IQ12736236
"CITIC Metal Co., Ltd",APAC,IQ23064775
Apollo Tyres Limited,APAC,IQ878338
"Ningbo Ronbay New Energy Technology Co.,Ltd.",APAC,IQ557422371
"Daewon Sanup Co., Ltd",APAC,IQ9616125
BREMER LAGERHAUS-GESELLSCHAFT -Aktiengesellschaft von 1877-,EMEA,IQ879775
Ryobi Limited,APAC,IQ874524
"Suining Run Enterprises Investment Co.,Ltd.",APAC,IQ268347313
"Guangxi Baise Pilot Zone Development Group Co., Ltd.",APAC,IQ572977865
CHC Resources Corporation,APAC,IQ9871357
Grand City Properties S.A.,EMEA,IQ207701627
Stena Metall AB,EMEA,IQ876802
Totech Corporation,APAC,IQ884071
"BAIKSAN Co,. Ltd",APAC,IQ11153446
Union Pacific Corporation,N. America,IQ310078
"Sichuan Development Holding Co.,Ltd",APAC,IQ131001936
"XTC New Energy Materials(Xiamen) Co.,Ltd.",APAC,IQ681976488
Heidelberg Materials AG,EMEA,IQ4108892
"Fuxin Dare Automotive Parts Co., Ltd.",APAC,IQ127681484
H.G. Infra Engineering Limited,APAC,IQ209675655
Sims Limited,APAC,IQ6158729
CTCI Corporation,APAC,IQ4483758
Samudera Shipping Line Ltd,APAC,IQ8088652
Wienerberger AG,EMEA,IQ416194
Balkrishna Industries Limited,APAC,IQ9240138
"Zhejiang Qianjiang Motorcycle Co., Ltd.",APAC,IQ9329116
"Rugao City Industry Development Group Co., Ltd.",APAC,IQ676174388
"Shanxi Huaxiang Group Co., Ltd.",APAC,IQ311373685
S P Setia Berhad,APAC,IQ2482172
Kyushu Railway Company,APAC,IQ5874498
Billion Industrial Holdings Limited,APAC,IQ131354606
Hands Corporation Ltd,APAC,IQ6478775
Settle Group Limited Liability Company,EMEA,IQ50982043
"Suzhou Communication Investment Co.,Ltd",APAC,IQ265932350
Nilkamal Limited,APAC,IQ12704490
"YG-1 Co., Ltd.",APAC,IQ5449305
Exacompta Clairefontaine S.A.,EMEA,IQ877858
Henan Zhongyuan Expressway Company Limited,APAC,IQ9776613
"Watsco, Inc.",N. America,IQ313461
"Mianyang City Investment Holding (Group) Co., Ltd.",APAC,IQ207691628
CIE Automotive India Limited,APAC,IQ29930645
Vygruppen AS,EMEA,IQ12505941
Changsha Kaifu City Investment Group Co.Ltd,APAC,IQ682169186
Aquafin NV,EMEA,IQ795882
"Aeolus Tyre Co., Ltd.",APAC,IQ9638234
"JAPAN MATERIAL Co., Ltd.",APAC,IQ142835961
"Beijing Easpring Material Technology CO.,LTD.",APAC,IQ39094234
ChangYuan Technology Group Ltd.,APAC,IQ9794113
Ming Yang Smart Energy Group Limited,APAC,IQ541794209
Bobst Group SA,EMEA,IQ874878
Qatar Navigation Q.P.S.C.,EMEA,IQ12703934
Techtronic Industries Company Limited,APAC,IQ877089
Grupo Rotoplas S.A.B. de C.V.,N. America,IQ137352419
Chongqing Yulong Asset Management (Group),APAC,IQ60445584
"Shanghai Pudong Construction Co.,Ltd.",APAC,IQ21853044
"KyungDong One Co., Ltd.",APAC,IQ134114077
Aksa Akrilik Kimya Sanayii A.S.,EMEA,IQ20853575
"Suzhou Anjie Technology Co., Ltd.",APAC,IQ141114591
Wenzhou Industry & Energy Development Group Company Limited,APAC,IQ241497527
Egger Holzwerkstoffe GmbH,EMEA,IQ32449506
"LuckLand Co., Ltd.",APAC,IQ5687475
PC1 Group Joint Stock Company,APAC,IQ62518549
Swietelsky AG,EMEA,IQ5535310
Jindal Saw Limited,APAC,IQ9306791
Keio Corporation,APAC,IQ876220
"Rizhao Port Co.,Ltd",APAC,IQ13526628
Akademiska Hus AB (publ),EMEA,IQ5885364
"China Steel Structure Co., Ltd.",APAC,IQ9776616
Airman Corporation,APAC,IQ5603898
The Hertz Corporation,N. America,IQ361133
Daejoo Heavy Industry Co. Ltd,APAC,IQ22905387
Knaus Tabbert AG,EMEA,IQ58840960
"NVR, Inc.",N. America,IQ182505
Österreichische Post AG,EMEA,IQ4480955
"Kumkang Kind Co., Ltd.",APAC,IQ5663939
BG Container Glass Public Company Limited,APAC,IQ561220982
Seohan Industries Co. Ltd.,APAC,IQ23109062
Jingjin Equipment Inc.,APAC,IQ142195520
"Hanma Technology Group Co.,Ltd.",APAC,IQ5794601
Forvaltnings AB Framtiden,EMEA,IQ5522081
Stockholms Stadshus AB,EMEA,IQ5478759
"Pyung Hwa Holdings Co., Ltd.",APAC,IQ42957395
"Makino Milling Machine Co., Ltd.",APAC,IQ875480
"Zhengzhou Urban Development Group Co.,Ltd",APAC,IQ327854518
Usha Martin Limited,APAC,IQ881144
Héroux-Devtek Inc.,N. America,IQ876332
Packaging Corporation of America,N. America,IQ98885
Gloria Material Technology Corp.,APAC,IQ9649213
DHL Express (Australia) Pty Limited,APAC,IQ6489029
"Takeuchi Mfg. Co., Ltd.",APAC,IQ6475976
Toyota Motor Corporation,APAC,IQ319676
Nordson Corporation,N. America,IQ143614
Daedong Hi-Lex Inc.,APAC,IQ98973968
"D.R. Horton, Inc.",N. America,IQ107405
Sangam (India) Limited,APAC,IQ13562406
Topre Corporation,APAC,IQ875898
Xi'an Gaoke Group Corporation Limited,APAC,IQ107989706
"Yindu Kitchen Equipment Co., Ltd",APAC,IQ61016738
Lum Chang Holdings Limited,APAC,IQ875867
JAMCO Corporation,APAC,IQ882740
Ya'an Development Investment Company Limited,APAC,IQ246819499
Aroundtown SA,EMEA,IQ58830719
"NOMURA Co., Ltd.",APAC,IQ883121
Queensland Rail Limited,APAC,IQ5478128
Ebara Corporation,APAC,IQ874158
Skanska AB (publ),EMEA,IQ874186
"NHD Development Co., Ltd.",APAC,IQ104557307
"Applied Materials, Inc.",N. America,IQ251230
"Tsukishima Holdings Co., Ltd.",APAC,IQ874509
LBS Bina Group Berhad,APAC,IQ879673
Sun Hung Kai Properties Limited,APAC,IQ411158
Mechel PAO,EMEA,IQ11311593
"FJ Next Holdings Co., Ltd.",APAC,IQ5639158
"Nanjing Jiangning City Construction Group Co.,Ltd",APAC,IQ411998077
"JAPAN Creative Platform Group Co., Ltd.",APAC,IQ5719786
"FAW Leasing Co.,Ltd.",APAC,IQ694133588
Constellium SE,EMEA,IQ184128240
Sinoma Energy Conservation Ltd.,APAC,IQ59102323
China Nuclear Engineering Corporation Limited,APAC,IQ223872462
"Lotte Engineering & Construction Co., Ltd.",APAC,IQ5874739
ESAB Corporation,N. America,IQ708077828
Veralto Corporation,N. America,IQ1849334916
Kordsa Teknik Tekstil A.S.,EMEA,IQ5392271
TVS Srichakra Limited,APAC,IQ20406586
"Chongqing Changshou Development and Investment (Group) Co.,Ltd",APAC,IQ171863385
KCTC Co. Ltd,APAC,IQ9548798
Stella-Jones Inc.,N. America,IQ880277
